class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.4957157075405121,0.29049962759017944,-1.2036874294281006,0.9988579154014587,0.5019181370735168,0.27906543016433716,-1.2284753322601318,0.9993579387664795,0.5073093771934509,0.27777329087257385,-1.2284070253372192,0.9992470145225525,0.5153642296791077,0.2752929925918579,-1.2286969423294067,0.9993264079093933,0.4809108376502991,0.28071725368499756,-1.229911208152771,0.9995760321617126,0.47290027141571045,0.2810174524784088,-1.2298588752746582,0.9993600249290466,0.46604976058006287,0.2810058295726776,-1.2299445867538452,0.9994232654571533,0.531068742275238,0.2700873911380768,-1.1212269067764282,0.9992272257804871,0.4425737261772156,0.2785645127296448,-1.1305644512176514,0.9993636012077332,0.5076452493667603,0.2904261350631714,-1.1389493942260742,0.9991843104362488,0.4813797175884247,0.2949311137199402,-1.1436107158660889,0.9992014169692993,0.6222645044326782,0.2824670374393463,-0.8199465274810791,0.9994578957557678,0.37951967120170593,0.31839460134506226,-0.827696681022644,0.9987832307815552,0.7056552767753601,0.37903696298599243,-0.7708163857460022,0.9187647700309753,0.3057720959186554,0.4010278582572937,-0.771811306476593,0.955632746219635,0.714942991733551,0.467523992061615,-0.868775486946106,0.9746612310409546,0.27157774567604065,0.46442970633506775,-0.8887337446212769,0.9466478228569031,0.7440231442451477,0.4830586612224579,-0.9322147965431213,0.9655128121376038,0.2516990303993225,0.48539844155311584,-0.9833064675331116,0.9169915318489075,0.7218211889266968,0.4867323935031891,-0.9744016528129578,0.9634910225868225,0.2742391526699066,0.4831882119178772,-0.9871283769607544,0.9125832915306091,0.70671546459198,0.48118260502815247,-0.8874915838241577,0.9321213364601135,0.28688308596611023,0.47251951694488525,-0.8996050357818604,0.8908820748329163,0.5322332978248596,0.27097955346107483,0.02188154123723507,0.9982911944389343,0.4283992052078247,0.28810644149780273,-0.021687539294362068,0.9991616010665894,0.5650209188461304,0.34553736448287964,0.2900879979133606,0.1543339639902115,0.46904444694519043,0.3638628423213959,0.30499276518821716,0.23880839347839355,0.4848729968070984,0.38566792011260986,0.7714470624923706,0.1327228546142578,0.42013654112815857,0.369671493768692,0.7811843752861023,0.13969016075134277,0.468537300825119,0.39274126291275024,0.8210470676422119,0.1652216911315918,0.41879019141197205,0.36986982822418213,0.826724648475647,0.13406692445278168,0.4808863699436188,0.40841808915138245,0.7448469996452332,0.14414043724536896,0.4154795706272125,0.38338664174079895,0.7500298619270325,0.1677326261997223
up,0.5003320574760437,0.27079737186431885,-0.8974114060401917,0.99934321641922,0.5029240250587463,0.25438472628593445,-0.9336764216423035,0.9995977282524109,0.5092790126800537,0.2518552541732788,-0.9336585402488708,0.9994980692863464,0.5163821578025818,0.24877561628818512,-0.9339893460273743,0.9996210932731628,0.48199063539505005,0.2593064308166504,-0.9336245059967041,0.9996883273124695,0.47234046459198,0.2640426456928253,-0.9335670471191406,0.999456524848938,0.46391013264656067,0.2654798626899719,-0.9335814118385315,0.9995688796043396,0.5266303420066833,0.24501025676727295,-0.8908810615539551,0.9994781613349915,0.4435557425022125,0.2679648995399475,-0.896216094493866,0.9994668364524841,0.5124571323394775,0.2673424184322357,-0.8579834699630737,0.9994986057281494,0.4862068295478821,0.2720944285392761,-0.8614321947097778,0.9994044899940491,0.6118813753128052,0.2636803686618805,-0.654363214969635,0.9990328550338745,0.39677631855010986,0.3002060353755951,-0.7097000479698181,0.9984151124954224,0.6623649001121521,0.37735819816589355,-0.6186618208885193,0.8680062294006348,0.328238308429718,0.3959803581237793,-0.6623966097831726,0.9431527853012085,0.6992350220680237,0.47126615047454834,-0.7166504263877869,0.9691751003265381,0.27782025933265686,0.45902419090270996,-0.754852294921875,0.9448524117469788,0.7308663725852966,0.48401129245758057,-0.7666842341423035,0.9510578513145447,0.25881898403167725,0.48351022601127625,-0.8456016778945923,0.8935784697532654,0.7159574627876282,0.4847963750362396,-0.808076798915863,0.9496270418167114,0.2803061604499817,0.47811922430992126,-0.8370687961578369,0.8923465013504028,0.6959971785545349,0.4793369472026825,-0.7348842620849609,0.9194018840789795,0.2950153648853302,0.4751068651676178,-0.7595237493515015,0.8671735525131226,0.5240188837051392,0.2536444067955017,0.021233070641756058,0.9977888464927673,0.4272596836090088,0.2740921080112457,-0.020452085882425308,0.9988861083984375,0.5561816692352295,0.31743013858795166,0.2955378592014313,0.23639872670173645,0.46694785356521606,0.3224088251590729,0.29185181856155396,0.3595218062400818,0.45242348313331604,0.37563949823379517,0.6798688769340515,0.12289613485336304,0.4079510271549225,0.34939849376678467,0.6846364140510559,0.1787819117307663,0.43063855171203613,0.39015117287635803,0.7295966744422913,0.1693648248910904,0.40596896409988403,0.3564924895763397,0.7237350344657898,0.14096295833587646,0.4426940083503723,0.3981388807296753,0.7236048579216003,0.22045883536338806,0.39839479327201843,0.36597347259521484,0.6513938307762146,0.2673918604850769
up,0.49905964732170105,0.2718294560909271,-0.7191227078437805,0.9993950724601746,0.5000636577606201,0.25396695733070374,-0.7529557943344116,0.9996302127838135,0.5059300065040588,0.25173911452293396,-0.7529846429824829,0.9995377063751221,0.5134307146072388,0.24849799275398254,-0.7531856894493103,0.9996544122695923,0.4796244204044342,0.2584870159626007,-0.7560550570487976,0.999707818031311,0.46943217515945435,0.26200252771377563,-0.7558583617210388,0.9994853734970093,0.4612838923931122,0.2633418142795563,-0.755681574344635,0.999596893787384,0.522652804851532,0.24484224617481232,-0.7284336090087891,0.9995232820510864,0.44349467754364014,0.2636515200138092,-0.748073399066925,0.9995052218437195,0.5109801292419434,0.26801931858062744,-0.6894679665565491,0.9995418787002563,0.48614639043807983,0.2774933874607086,-0.6965488791465759,0.9994500279426575,0.6048818230628967,0.2651216685771942,-0.5258309841156006,0.9990651607513428,0.4100665748119354,0.2956814467906952,-0.6003778576850891,0.9984837770462036,0.6591628789901733,0.3754916191101074,-0.5136328935623169,0.8592309951782227,0.3346465528011322,0.38938063383102417,-0.5496382713317871,0.936877429485321,0.6907535195350647,0.47094717621803284,-0.6055939197540283,0.9654456377029419,0.27768710255622864,0.45798635482788086,-0.6285161375999451,0.9412245154380798,0.7249925136566162,0.48440709710121155,-0.6449539065361023,0.9463541507720947,0.25546133518218994,0.4797985255718231,-0.7090780735015869,0.8882284164428711,0.7050575613975525,0.48476436734199524,-0.6897544264793396,0.9458086490631104,0.2809801995754242,0.476685494184494,-0.7048089504241943,0.8883988857269287,0.650525689125061,0.4767848551273346,-0.6246132254600525,0.9160665273666382,0.2932267189025879,0.4739702343940735,-0.6348419785499573,0.8636022806167603,0.5241341590881348,0.2543955445289612,0.025203267112374306,0.997963011264801,0.43149611353874207,0.2705889344215393,-0.02440786361694336,0.9989760518074036,0.5866060853004456,0.3174995183944702,0.20582570135593414,0.24681256711483002,0.46654170751571655,0.3143922686576843,0.1895557940006256,0.4003114700317383,0.45678094029426575,0.3891999125480652,0.4479577839374542,0.12153048068284988,0.39960163831710815,0.3430827856063843,0.4504678249359131,0.2084987312555313,0.4353768229484558,0.4028025269508362,0.47547659277915955,0.17125318944454193,0.3911829888820648,0.3453320860862732,0.4750901162624359,0.15765155851840973,0.445220410823822,0.4258956015110016,0.4447551369667053,0.22435729205608368,0.382231205701828,0.36872896552085876,0.421808660030365,0.2961013615131378
up,0.49585404992103577,0.2696901559829712,-0.7911654710769653,0.9994191527366638,0.499934583902359,0.2543828785419464,-0.8268161416053772,0.9996514916419983,0.5055266618728638,0.25220975279808044,-0.8268159627914429,0.999563455581665,0.5130655765533447,0.24859516322612762,-0.8271599411964417,0.9996798038482666,0.4792702794075012,0.25814324617385864,-0.8300817012786865,0.9997053146362305,0.46932339668273926,0.2590879201889038,-0.829967737197876,0.9994726181030273,0.4614730477333069,0.26080790162086487,-0.8298280239105225,0.9996011257171631,0.5168942809104919,0.24274808168411255,-0.8131029009819031,0.9995563626289368,0.4517241418361664,0.26154401898384094,-0.8290591239929199,0.999512791633606,0.5109021067619324,0.2687724828720093,-0.7646223306655884,0.9995631575584412,0.48585668206214905,0.27967098355293274,-0.7711987495422363,0.9994378089904785,0.5829319953918457,0.2665790915489197,-0.6167362928390503,0.9990258812904358,0.4451046288013458,0.2991379499435425,-0.6752415299415588,0.9983715415000916,0.6444058418273926,0.37716642022132874,-0.5977889895439148,0.8621830344200134,0.45160454511642456,0.40327611565589905,-0.6263826489448547,0.9260241985321045,0.688765823841095,0.4741882085800171,-0.6946839094161987,0.9630666375160217,0.4852505028247833,0.4843055009841919,-0.6989655494689941,0.9344556331634521,0.7196244597434998,0.4882083535194397,-0.7429099082946777,0.9416775703430176,0.48806464672088623,0.5029672980308533,-0.7790578007698059,0.880538284778595,0.6946660280227661,0.4877500832080841,-0.7823261022567749,0.9418989419937134,0.5051232576370239,0.49592000246047974,-0.7718160152435303,0.8829388618469238,0.6414478421211243,0.4814921021461487,-0.7130224108695984,0.9131802916526794,0.5050331354141235,0.49107277393341064,-0.7041091918945312,0.8578358888626099,0.5130777955055237,0.25532424449920654,0.013495578430593014,0.9981367588043213,0.4440861642360687,0.2714727520942688,-0.012835200875997543,0.9990604519844055,0.5346718430519104,0.3099321126937866,0.13784725964069366,0.2623090445995331,0.4483293890953064,0.3148393929004669,0.21069002151489258,0.4065764546394348,0.39040607213974,0.3924383819103241,0.4140039384365082,0.12343122065067291,0.3637174665927887,0.35647323727607727,0.5077103972434998,0.21195849776268005,0.36575838923454285,0.4079028367996216,0.44942304491996765,0.1735324263572693,0.35929301381111145,0.3704541027545929,0.5375421047210693,0.15736055374145508,0.36051663756370544,0.4276648759841919,0.3971810042858124,0.23172050714492798,0.3335060179233551,0.3798424303531647,0.4603324234485626,0.2954939007759094
up,0.4746415913105011,0.25713348388671875,-0.7664279937744141,0.9991826415061951,0.4715026319026947,0.24457687139511108,-0.8041137456893921,0.9994698762893677,0.47540587186813354,0.24351075291633606,-0.8041532039642334,0.9993224740028381,0.4795108437538147,0.2421409785747528,-0.8043162226676941,0.9996314644813538,0.46220406889915466,0.24791169166564941,-0.8098949790000916,0.9994518160820007,0.4585440158843994,0.24935701489448547,-0.8098129034042358,0.9990005493164062,0.45493143796920776,0.2510085701942444,-0.8096082806587219,0.9993233680725098,0.4958672821521759,0.2437085658311844,-0.8075903058052063,0.9994941353797913,0.45511215925216675,0.2551731765270233,-0.8330207467079163,0.9991884231567383,0.49181121587753296,0.2629544138908386,-0.7447408437728882,0.9993850588798523,0.4783618748188019,0.2691165506839752,-0.7545628547668457,0.9989253282546997,0.5596126914024353,0.27440905570983887,-0.6315575838088989,0.9985598921775818,0.4795118272304535,0.29610171914100647,-0.6838080883026123,0.9972053170204163,0.6067947149276733,0.38516756892204285,-0.612007200717926,0.856759786605835,0.5384364128112793,0.3965083658695221,-0.6430949568748474,0.9217782616615295,0.6736344695091248,0.480246901512146,-0.6831735372543335,0.9540879726409912,0.6697655320167542,0.48409605026245117,-0.6737882494926453,0.9052159786224365,0.6957645416259766,0.49523040652275085,-0.721462070941925,0.938488781452179,0.6878148317337036,0.49888816475868225,-0.7397167086601257,0.8538214564323425,0.6222541928291321,0.4965224862098694,-0.7583608031272888,0.9413410425186157,0.6933356523513794,0.493419885635376,-0.7308422327041626,0.8629487156867981,0.6422553658485413,0.48854631185531616,-0.7009114027023315,0.9131836891174316,0.6831745505332947,0.48744359612464905,-0.6776344180107117,0.8345703482627869,0.501823902130127,0.25613388419151306,0.0028212277684360743,0.9982756972312927,0.45578300952911377,0.26905760169029236,-0.0027501494623720646,0.9990935921669006,0.5213189721107483,0.3151317536830902,0.09423433244228363,0.26458436250686646,0.46284645795822144,0.31562063097953796,0.20252856612205505,0.3861742317676544,0.400852233171463,0.39083462953567505,0.3767586648464203,0.11650673300027847,0.37250176072120667,0.3482775390148163,0.5128107666969299,0.20616702735424042,0.3818972706794739,0.407623291015625,0.41366249322891235,0.16427753865718842,0.375317245721817,0.35897111892700195,0.5469822287559509,0.1510852724313736,0.3616807758808136,0.4213058650493622,0.3658784329891205,0.22737684845924377,0.35851606726646423,0.3641151189804077,0.486225962638855,0.2887668013572693
up,0.4719553291797638,0.25863733887672424,-0.7947856783866882,0.9991844892501831,0.4664599299430847,0.24714648723602295,-0.8300239443778992,0.9994643330574036,0.47033393383026123,0.24593830108642578,-0.8300520777702332,0.999320387840271,0.47417405247688293,0.24461352825164795,-0.8301361203193665,0.9996482729911804,0.4636474549770355,0.2516983151435852,-0.8384276628494263,0.9994404911994934,0.45885637402534485,0.2543889284133911,-0.8384287357330322,0.9989935755729675,0.4528729319572449,0.2549041211605072,-0.8382087349891663,0.9993194937705994,0.48979809880256653,0.24598939716815948,-0.8147684931755066,0.9995201230049133,0.45525404810905457,0.25884726643562317,-0.8542022705078125,0.9991944432258606,0.4934495985507965,0.26374343037605286,-0.7664633393287659,0.9993995428085327,0.4772646129131317,0.2697898745536804,-0.7803955674171448,0.9989283680915833,0.5506440997123718,0.27534404397010803,-0.6263505816459656,0.998293399810791,0.4750886559486389,0.2966177463531494,-0.6968212127685547,0.9967117309570312,0.6169652342796326,0.3869169056415558,-0.5952441692352295,0.8587243556976318,0.5452224612236023,0.40064042806625366,-0.6527799367904663,0.927628219127655,0.6686994433403015,0.4836282432079315,-0.6857526898384094,0.9500755071640015,0.6720658540725708,0.4908860921859741,-0.6878410577774048,0.9057115316390991,0.6893754005432129,0.4989211857318878,-0.7298202514648438,0.9387003183364868,0.694480299949646,0.5045104622840881,-0.7623366713523865,0.8553105592727661,0.6173158288002014,0.5006458163261414,-0.770369827747345,0.9434917569160461,0.7053409218788147,0.49607527256011963,-0.7526686191558838,0.8669772148132324,0.6419610381126404,0.4926285743713379,-0.706443727016449,0.9163979291915894,0.7006085515022278,0.4878779649734497,-0.6921757459640503,0.836349606513977,0.49841126799583435,0.25670352578163147,0.0031607921700924635,0.9983759522438049,0.45483189821243286,0.27072277665138245,-0.003184116445481777,0.9990823864936829,0.5262576341629028,0.31584087014198303,0.11602568626403809,0.26091885566711426,0.48024433851242065,0.3168010413646698,0.21855434775352478,0.38228970766067505,0.42718154191970825,0.3564627468585968,0.5627385377883911,0.10822159796953201,0.41636350750923157,0.3332900404930115,0.5410627126693726,0.21140430867671967,0.4100632965564728,0.36415159702301025,0.618919312953949,0.1519642323255539,0.4121309816837311,0.338314026594162,0.5705885291099548,0.14866657555103302,0.3952849507331848,0.37979215383529663,0.6104838848114014,0.2158399224281311,0.39851221442222595,0.350831001996994,0.5865617990493774,0.2932834029197693
up,0.47475144267082214,0.2533741593360901,-0.7888813614845276,0.9992032051086426,0.47053274512290955,0.2431333065032959,-0.8204207420349121,0.9994509220123291,0.4742891788482666,0.24205410480499268,-0.820446252822876,0.9993151426315308,0.47793111205101013,0.24097619950771332,-0.8204546570777893,0.999663770198822,0.46453073620796204,0.25211137533187866,-0.8328506350517273,0.9994377493858337,0.4634503126144409,0.2543773353099823,-0.8329114317893982,0.9990045428276062,0.45517316460609436,0.2521182596683502,-0.8327490091323853,0.9993208646774292,0.49113497138023376,0.24549993872642517,-0.7959041595458984,0.9995487928390503,0.46205639839172363,0.2588138282299042,-0.8542291522026062,0.9992160201072693,0.4946679174900055,0.25892364978790283,-0.7578177452087402,0.9994219541549683,0.48166996240615845,0.26516541838645935,-0.7772867679595947,0.9989516735076904,0.549858033657074,0.2763971984386444,-0.6049224138259888,0.9981331825256348,0.4886401295661926,0.29803580045700073,-0.7000786066055298,0.9965654015541077,0.6252564191818237,0.38624605536460876,-0.5636977553367615,0.8623003959655762,0.5683826804161072,0.39986294507980347,-0.6510330438613892,0.9331532716751099,0.6687394380569458,0.4820461869239807,-0.6605045199394226,0.946994960308075,0.6874480843544006,0.4862884283065796,-0.663456380367279,0.9041403532028198,0.6503755450248718,0.49865448474884033,-0.7061542868614197,0.9405702948570251,0.7268422842025757,0.5019752979278564,-0.739351212978363,0.8554522395133972,0.6291767358779907,0.5007297992706299,-0.7477725744247437,0.9466785788536072,0.7350948452949524,0.49428591132164,-0.7288737893104553,0.8700478076934814,0.6494038701057434,0.49101823568344116,-0.6826338171958923,0.9210574626922607,0.7125816941261292,0.4867461919784546,-0.6673160195350647,0.8371298909187317,0.4991721212863922,0.2555725872516632,0.004565442446619272,0.9984968900680542,0.4613338112831116,0.26804718375205994,-0.004312445409595966,0.9991075992584229,0.5310707688331604,0.31662416458129883,0.24085451662540436,0.2538030445575714,0.48684224486351013,0.3168579041957855,0.22468221187591553,0.3756162226200104,0.43301811814308167,0.34223276376724243,0.6795691847801208,0.10073010623455048,0.42346978187561035,0.308113157749176,0.6229247450828552,0.21837547421455383,0.422155499458313,0.34634432196617126,0.730868935585022,0.14080242812633514,0.4180768132209778,0.3105461001396179,0.6723874807357788,0.14872673153877258,0.39953020215034485,0.3595726490020752,0.7125381231307983,0.20607031881809235,0.4029356837272644,0.31535273790359497,0.6537254452705383,0.3005731403827667
up,0.4778781235218048,0.2562161087989807,-0.7838146090507507,0.9992330074310303,0.47352463006973267,0.24477563798427582,-0.8124836087226868,0.9994621276855469,0.47781306505203247,0.24334514141082764,-0.8124595880508423,0.9993362426757812,0.4819972515106201,0.24190449714660645,-0.812477707862854,0.9996829032897949,0.46736738085746765,0.25415244698524475,-0.822629988193512,0.9994521737098694,0.46556633710861206,0.2555285096168518,-0.8226799368858337,0.9990429878234863,0.4595860540866852,0.2544053792953491,-0.8225036263465881,0.9993441700935364,0.49307602643966675,0.24562996625900269,-0.784517765045166,0.9995775818824768,0.46037939190864563,0.2586982548236847,-0.8347793221473694,0.9992493391036987,0.49947673082351685,0.26126810908317566,-0.7535120844841003,0.9994462728500366,0.4838191866874695,0.2677222788333893,-0.77010577917099,0.9989823698997498,0.5456458330154419,0.2762143611907959,-0.5908757448196411,0.9979574680328369,0.4765535891056061,0.30410298705101013,-0.6917003989219666,0.9964514970779419,0.6291477680206299,0.3858431279659271,-0.5606398582458496,0.8639398217201233,0.5505946278572083,0.40440791845321655,-0.6448675394058228,0.9380807876586914,0.6720671653747559,0.48133933544158936,-0.6609241366386414,0.9448238611221313,0.6811869740486145,0.48595625162124634,-0.6566144824028015,0.9056066274642944,0.6678944230079651,0.49772658944129944,-0.7096660733222961,0.9418352842330933,0.7150579690933228,0.5018396377563477,-0.7348588109016418,0.8581967949867249,0.6651531457901001,0.49807488918304443,-0.748790979385376,0.9491830468177795,0.7209218144416809,0.4941578507423401,-0.7217827439308167,0.8744940757751465,0.6569918990135193,0.49051666259765625,-0.6826580762863159,0.9247251749038696,0.7024970650672913,0.4875824749469757,-0.6600590348243713,0.8402755260467529,0.4947485625743866,0.25564536452293396,0.005061390344053507,0.9985873103141785,0.45663776993751526,0.26892274618148804,-0.004594267811626196,0.9991152882575989,0.5334265232086182,0.31560173630714417,0.29250994324684143,0.24221272766590118,0.49512621760368347,0.31936877965927124,0.2263898402452469,0.3708517849445343,0.4505341947078705,0.3357211649417877,0.7487632036209106,0.09327287971973419,0.4380545914173126,0.31211790442466736,0.6635712385177612,0.2208878993988037,0.4369233250617981,0.33923330903053284,0.8005821108818054,0.1296059787273407,0.43186625838279724,0.3130733072757721,0.7139657139778137,0.14529375731945038,0.43135198950767517,0.355526328086853,0.776999831199646,0.19405153393745422,0.4213697612285614,0.32392439246177673,0.680751621723175,0.3004905581474304
up,0.4865052103996277,0.258711576461792,-0.8145014643669128,0.9992210865020752,0.4782620370388031,0.24190884828567505,-0.8508413434028625,0.9994006156921387,0.4818943738937378,0.240819051861763,-0.8508404493331909,0.9992762804031372,0.4849764406681061,0.2397361844778061,-0.851186990737915,0.9996790289878845,0.47314396500587463,0.25294655561447144,-0.8461102843284607,0.9994138479232788,0.4701831340789795,0.2530170679092407,-0.8458218574523926,0.9989997148513794,0.46547403931617737,0.2503293454647064,-0.8457837104797363,0.9993111491203308,0.4958777129650116,0.24357447028160095,-0.8075883984565735,0.9995855093002319,0.4596732258796692,0.24876077473163605,-0.8837055563926697,0.9992300271987915,0.501370370388031,0.2617712914943695,-0.7681069374084473,0.9994440674781799,0.48514512181282043,0.26773160696029663,-0.7947284579277039,0.9989508986473083,0.5550140142440796,0.27609819173812866,-0.6334937214851379,0.9976186752319336,0.4838291108608246,0.29719045758247375,-0.7356187701225281,0.9962495565414429,0.6308756470680237,0.3857673406600952,-0.6226963400840759,0.8672388195991516,0.5645287036895752,0.39777281880378723,-0.7117383480072021,0.9428646564483643,0.6725389957427979,0.4814183712005615,-0.7295689582824707,0.9440129399299622,0.6953901052474976,0.4840712547302246,-0.7264038324356079,0.9069836735725403,0.6804602146148682,0.4970211386680603,-0.7749176621437073,0.9442234635353088,0.7369232177734375,0.5009536147117615,-0.8016935586929321,0.8619696497917175,0.6334718465805054,0.5004642009735107,-0.8152187466621399,0.9522228837013245,0.7407199740409851,0.4938300549983978,-0.7909530401229858,0.879561722278595,0.6569555401802063,0.4900267422199249,-0.7517846822738647,0.9291751980781555,0.7191596031188965,0.48683199286460876,-0.7320337891578674,0.8448271155357361,0.4960769712924957,0.25438714027404785,0.011356418952345848,0.9986347556114197,0.45823433995246887,0.2637467384338379,-0.011426514014601707,0.9991087317466736,0.5329099297523499,0.31808942556381226,0.2793513238430023,0.2389327883720398,0.49023184180259705,0.31654876470565796,0.1913493126630783,0.3793336749076843,0.4343252182006836,0.3434720039367676,0.7069606184959412,0.08818945288658142,0.4071404039859772,0.30200475454330444,0.6045998930931091,0.2401645928621292,0.41848546266555786,0.34752345085144043,0.7533048391342163,0.12159444391727448,0.40023770928382874,0.3033026456832886,0.6513949036598206,0.1526041030883789,0.40242713689804077,0.36211082339286804,0.7092457413673401,0.1882547289133072,0.37530964612960815,0.3080993592739105,0.6075441241264343,0.31544438004493713
up,0.4900413453578949,0.25873610377311707,-0.8332178592681885,0.9991318583488464,0.48754408955574036,0.24442340433597565,-0.8645349740982056,0.9993125200271606,0.49440839886665344,0.2422056943178177,-0.8645105957984924,0.9991655945777893,0.48740702867507935,0.2372557669878006,-0.8646140694618225,0.9996564388275146,0.4754156768321991,0.2517735958099365,-0.8685418963432312,0.9993361234664917,0.47014689445495605,0.2516193687915802,-0.868442714214325,0.9988752007484436,0.4652692675590515,0.24749520421028137,-0.8683105111122131,0.9992331862449646,0.49884670972824097,0.24038568139076233,-0.8263766169548035,0.999569296836853,0.45910921692848206,0.247161865234375,-0.8743029832839966,0.9991527199745178,0.5020110607147217,0.2604583501815796,-0.7957414388656616,0.9994089603424072,0.4842691421508789,0.2653273940086365,-0.812318742275238,0.9988381862640381,0.5593708157539368,0.27559608221054077,-0.6298403739929199,0.9969627857208252,0.4745044708251953,0.29495030641555786,-0.7098895311355591,0.9957048892974854,0.6331025958061218,0.3878147602081299,-0.6101230382919312,0.8640556931495667,0.5486449003219604,0.39734408259391785,-0.7061066031455994,0.945545494556427,0.6728999614715576,0.48101431131362915,-0.7038610577583313,0.9409115314483643,0.6920639872550964,0.4831225275993347,-0.7168006896972656,0.9056134223937988,0.6905681490898132,0.4963792562484741,-0.7405585646629333,0.9432367086410522,0.7361497282981873,0.5002818703651428,-0.7861717939376831,0.8595901727676392,0.6398679614067078,0.5003860592842102,-0.7759156227111816,0.9526311159133911,0.7391701340675354,0.49311864376068115,-0.7766984701156616,0.8793480396270752,0.6613005995750427,0.489664763212204,-0.7217550873756409,0.9300500154495239,0.7133451700210571,0.4863038957118988,-0.7218318581581116,0.8432176113128662,0.5010096430778503,0.2546989619731903,0.012549721635878086,0.9986516833305359,0.4573398232460022,0.26537930965423584,-0.012732701376080513,0.9990882277488708,0.534538745880127,0.3202518820762634,0.164432555437088,0.2415110021829605,0.4792448878288269,0.3180444538593292,0.13718847930431366,0.39016008377075195,0.4132121205329895,0.36376461386680603,0.48624908924102783,0.08425280451774597,0.3878772258758545,0.3059382438659668,0.45621544122695923,0.24849507212638855,0.39028656482696533,0.37030625343322754,0.5243650674819946,0.11532597243785858,0.38189929723739624,0.30497822165489197,0.49191921949386597,0.15536454319953918,0.3804223835468292,0.39114096760749817,0.4748743176460266,0.18548215925693512,0.3540289103984833,0.3086386024951935,0.4305538535118103,0.32277700304985046
